"Codice ISTAT","Ente","Indirizzo","C.A.P.","Denominazione comune","Provincia","Email","Email PEC","Fax","U.R.P. email","U.R.P. fax","U.R.P. telefono","Abitanti","Superficie","Perimetro","Altitudine espressa in m. s.l.","Codice catastale","Codice Fiscale","A.T.O.","A.T.S.","Distretto Socio Sanitario","PLUS","Santo patrono","Festività Santo patrono"
"095050","Comune di San Vero Milis","Via Eleonora D'Arborea, 5","09070","San Vero Milis","Oristano","protocollo@comune.sanveromilis.or.it","protocollo@pec.comune.sanveromilis.or.it","+39 0783 460130","","","","2461","72,48","66202,59","10,00","I384","00068380955","Sinis","","Distretto di Oristano","PLUS - Distretto di Oristano","17 giugno Santa Sofia","17 giugno"
"095051","Comune di Scano di Montiferro","Piazza Montrigu de Reos, 1","09078","Scano di Montiferro","Oristano","ufficiodemograficosc@tiscali.it","protocollo.scanodimontiferro@pec.comunas.it","+39 0785 32666  ","aa.gg.scano@tiscali.it","","+39 0785 329173","1461","60,47","34311,09","380,00","I503","80004390953","Montiferru","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","29 giugno San Pietro Apostolo Martire","29 giugno"
"095052","Comune di Sedilo","Piazza San Giovanni Battista","09076","Sedilo","Oristano","info@comune.sedilo.or.it","protocollo@pec.comune.sedilo.or.it","+39 0785 59366","","","","2049","68,45","39584,52","283,00","I564","80005090958","Guilcier","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 1 Ghilarza","24 giugno San Giovanni Battista Apostolo","24 giugno"
"095053","Comune di Seneghe","Piazza Deriu, 1","09070","Seneghe","Oristano","info@comune.seneghe.or.it","protocollo.seneghe@legalmail.it","+39 0783 51652 ","","","","1734","57,85","43064,21","300,00","I605","00070890959","Montiferru","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 1 Ghilarza","20 gennaio San Sebastiano","20 gennaio"
"095054","Comune di Senis","Via Vittorio Emanuele, 2","09080","Senis","Oristano","protocollo@comune.senis.or.it","comunesenis@pec.it","+39 0783 969315 ","","","","433","16,06","21676,68","256,00","I609","00082880956","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","24 giugno San Giovanni Battista Apostolo","24 giugno"
"095055","Comune di Sennariolo","Via Marconi, 8","09078","Sennariolo","Oristano","comune.sennariolo@tiscali.it  ","protocollosennariolo@pec.it","","","","","161","15,61","22682,77","274,00","I613","00073530958","Montiferru","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","30 novembre Sant'Andrea","30 novembre"
"095056","Comune di Siamaggiore ","Via San Costantino, 2","09070","Siamaggiore","Oristano","protocollo@comune.siamaggiore.or.it","protocollo@pec.comune.siamaggiore.or.it","+39 0783 3441220  ","","","","904","13,17","18085,83","8,00","I717","00070840954","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","23 aprile San Costantino","23 aprile"
"095057","Comune di Siamanna","Via Sebastiano Satta, 1","09080","Siamanna","Oristano","info@comune.siamanna.or.it","comune.siamanna.or@legalmail.it","+39 0783 449381","comune.siamanna.or@legalmail.it","","+39 0783 449000","791","28,36","28333,02","49,00","I718","00688810951","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","22 agosto Santa Lucia","22 agosto"
"095058","Comune di Simala","Via Cagliari, 1","09090","Simala","Oristano","protocollo@comune.simala.or.it  ","protocollo@pec.comune.simala.or.it","+39 0783 97216    ","","","","307","13,38","15481,65","153,00","I742","80030370953","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","6 dicembre San Nicola di Bari","6 dicembre"
"095059","Comune di Simaxis","Via San Simmaco","09088","Simaxis","Oristano","protocollo@comune.simaxis.or.it","protocollo@pec.comune.simaxis.or.it","+39 0783 4069228   ","","","","2186","27,82","28339,39","17,00","I743","80000970956","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","31 gennaio San Simmaco papa","31 gennaio"
"095060","Comune di Sini","Via Pozzo, 25","09090","Sini","Oristano","protocollo@comune.sini.oristano.it","protocollo.sini@pec.comunas.it","+39 0783 936181 ","protocollo.sini@pec.comunas.it","","+39 0783 936000","488","8,75","13050,60","255,00","I749","80007200951","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","12 agosto Santa Chiara","12 agosto"
"095061","Comune di Siris","Via Nazionale, 21","09090","Siris","Oristano","comunedisiris@tiscali.it","protocollo@pec.comune-siris-or.it","+39 0783 991800","","","","224","6,00","9645,81","161,00","I757","00074180951","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","20 gennaio San Sebastiano","20 gennaio"
"095062","Comune di Solarussa","Corso F.lli Cervi, 90","09077","Solarussa","Oristano","protocollo@comune.solarussa.or.it","protocollo@pec.comune.solarussa.or.it","+39 0783 374706","","","","2345","31,86","34103,33","12,00","I791","80000910952","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","29 giugno San Pietro Apostolo Martire","29 giugno"
"095063","Comune di Sorradile","Corso Umberto I, 61","09080","Sorradile","Oristano","ragioneria@comune.sorradile.or.it","ufficisorradile@pec.it","+39 0783 69404 ","","","","355","26,34","38979,54","356,00","I861","80006190955","Barigadu","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 1 Ghilarza","20 gennaio San Sebastiano","20 gennaio"
"095064","Comune di Tadasuni","Via San Michele, snc","09080","Tadasuni","Oristano","info@comune.tadasuni.or.it","protocollo@pec.comune.tadasuni.or.it","+39 0785 50176  ","tadasuni@tiscali.it","","","148","5,09","12630,40","185,00","L023","00074760950","Guilcier","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 1 Ghilarza","6 dicembre San Nicola di Bari","6 dicembre"
"095065","Comune di Terralba","Via Baccelli, 1","09098","Terralba","Oristano","protocollo@comune.terralba.or.it","protocollo.terralba@cert.legalmail.it","+39 0783 83341 ","vice.segretario@comune.terralba.or.it","","+39 0783 85301 ","10101","49,80","50124,23","30,00","L122","00063150957","Campidano di Oristano","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","29 giugno San Pietro Apostolo Martire","29 giugno"
"095066","Comune di Tramatza","Via Tripoli, 2","09070","Tramatza","Oristano","protocollo@comune.tramatza.or.it","protocollo@pec.comune.tramatza.or.it","+39 0783 508030 ","","","","950","16,80","17730,91","19,00","L321","00072010952","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","22 luglio Santa Maria Maddalena ","22 luglio"
"095067","Comune di Tresnuraghes","Largo Sebastiano Moretti, 30","09079","Tresnuraghes","Oristano","info@comune.tresnuraghes.or.it","protocollo@pec.comune.tresnuraghes.or.it","+39 0785 35720","","","","1097","31,58","36779,27","257,00","L393","00071770952","Montiferru","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","23 aprile San Giorgio","23 aprile"
"095068","Comune di Ula Tirso","Piazza Italia, 1","09089","Ula Tirso","Oristano","info@comune.ulatirso.or.it","comune.ulatirso@legalmail.it","+39 0783 61207","info@comune.ulatirso.or.it","+39 0783 61207","+39 0783 61000","492","18,85","32303,08","348,00","L488","00070510953","Barigadu","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 1 Ghilarza","30 novembre Sant'Andrea","30 novembre"
"095069","Comune di Uras","Via Eleonora D’Arborea, 86","09099","Uras","Oristano","protocollo@comune.uras.or.it","protocollo@pec.comune.uras.or.it","+39 0783 89423 ","","","","2802","39,24","26936,61","23,00","L496","80000590952","Campidano di Oristano","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","22 luglio Santa Maria Maddalena","22 luglio"
"095070","Comune di Usellus","Via Eleonora D’Arborea, 58","09090","Usellus","Oristano","info@comune.usellus.or.it","protocollo@pec.comune.usellus.or.it","+39 0783 938407 ","comune@comune.usellus.or.it","","+39 0783 938001  ","736","35,07","26894,53","289,00","L508","00073880957","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","24 agosto San Bartolomeo","24 agosto"
"095071","Comune di Villanova Truschedu","Via La Marmora, 20","09084","Villanova Truschedu","Oristano","villanova.truschedu@tin.it","protocollo@pec.comune.villanovatruschedu.or.it","","","","","297","16,61","25442,10","59,00","L991","80000650954","Barigadu","","Distretto di Oristano","PLUS - Distretto di Oristano","30 novembre Sant'Andrea","30 novembre"
"095072","Comune di Villaurbana","Via Roma, 24","09080","Villaurbana","Oristano","info@comune.villaurbana.or.it","protocollo@pec.comune.villaurbana.or.it","","info@comune.villaurbana.or.it","","","1567","58,70","35915,93","79,00","M030","00071740955","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","20 luglio Santa Margherita","20 luglio"
"095073","Comune di Villa Verde","Via Indipendenza, 3","09090","Villa Verde","Oristano","villaverde@comune.villaverde.or.gov.it","comune.villaverde@legalmail.it","","villaverde@comune.villaverde.or.gov.it","","+39 0783 939000 ","296","17,65","22400,85","204,00","A609","00073870958","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","15 agosto Assunzione Maria Vergine",""
"095074","Comune di Zeddiani","Via Roma, 103","09070","Zeddiani","Oristano","info@comune.zeddiani.or.it","protocollo@pec.comune.zeddiani.or.it","+39 0783 418267    ","","","","1153","11,81","15765,88","9,00","M153","00070410956","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","29 giugno San Pietro Apostolo Martire","29 giugno"
"095075","Comune di Zerfaliu","Piazza Roma, 1","09070","Zerfaliu","Oristano","ufficioprotocollo@comune.zerfaliu.or.it","protocollo@pec.comune.zerfaliu.or.it","+39 0783 27361   ","","","","1027","15,56","25468,32","15,00","M168","80001210956","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","6 agosto Santissima Trasfigurazione di Gesù","6 agosto"
"095076","Comune di Siapiccia","Via 	Marconi, 2","09080","Siapiccia","Oristano","amministrativo@comune.siapiccia.or.it","comune.siapiccia.or@legalmail.it","+39 0783 449123 ","","","","345","17,93","21818,20","64,00","I721","80003110956","Campidano di Oristano","","Distretto di Oristano","PLUS - Distretto di Oristano","6 dicembre San Nicolo di Bari","6 dicembre"
"095077","Comune di Curcuris","Via Chiesa, 14","09090","Curcuris","Oristano","comunecurcuris@tiscali.it","protocollo.curcuris@legalmail.it","","","","","301","7,18","12364,28","159,00","D214","80006660957","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","20 gennaio San Sebastiano","20 gennaio"
"095078","Comune di Soddì","Via Torino, 1","09080","Soddì","Oristano","demografici@comune.soddi.or.it  ","protocollo@pec.comune.soddi.or.it","","","","","119","5,24","10890,07","250,00","I778","80036030957","Guilcier","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 1 Ghilarza","15 ottobre Spirito Santo","15 ottobre"
"095079","Comune di Bosa","Corso Garibaldi, 12 (Palazzo Puggioni)","08013","Bosa","Oristano","info@comune.bosa.or.it","protocollo@pec.comune.bosa.or.it","+39 0785 373949","urp@comune.bosa.or.it","+39 0785 373949","+39 0785 368022","7806","128,02","101702,73","10,00","B068","83000090916","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","28 maggio Sant'Emilio e San Priamo","28 maggio"
"095080","Comune di Flussio","Via Nazionale, 43","08010","Flussio","Oristano","com.fluss@tiscali.it  ","protocollo@pec.comune.flussio.or.it","+39 0785 34814 ","","","","436","6,87","18054,54","306,00","D640","00158950915","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","5 agosto Madonna della Neve","5 agosto"
"095082","Comune di Laconi","Piazza Marconi, 1","08034","Laconi","Oristano","info@comune.laconi.or.it ","protocollo@pec.comune.laconi.or.it","+39 0782 869579","info@comune.laconi.or.it","+39 0782 869579","+39 0782 866200","1759","124,75","66775,13","550,00","E400","81001370915","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","7 dicembre Sant'Ambrogio","7 dicembre"
"095083","Comune di Magomadas","Via Vittorio Emanuele III","08010","Magomadas","Oristano","protocollo@comune.magomadas.or.it","protocollo.magomadas@digitalpec.com","","","","","629","9,02","21514,11","263,00","E825","00161510912","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","24 giugno San Giovanni Battista Apostolo","24 giugno"
"095084","Comune di Modolo","Via Roma, 76","08019","Modolo","Oristano","info@comune.modolo.nu.it","info@pec.comune.modolo.nu.it","","","","","157","2,47","8830,83","134,00","F261","00161500913","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","30 novembre Sant'Andrea","30 novembre"
"095085","Comune di Montresta","Via Santa Maria della Neve, 2","08010","Montresta","Oristano","protocollo@comune.montresta.or.it	","protocollo.montresta@pec.it","+39 0785 30240 ","","","","456","31,16","27642,84","400,00","F698","83002350912","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","28 aprile San Cristoforo","28 aprile "
"095086","Comune di Sagama","Corso Vittorio Emanuele III, 46","08010","Sagama","Oristano","info@comune.sagama.or.it","protocollo@pec.comune.sagama.or.it","+39 0785 34692  ","info@comune.sagama.or.it	","","","195","11,72","14489,59","333,00","H661","00158960914","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","24 marzo San Gabriele Arcangelo","24 marzo"
"095087","Comune di Suni","Via XXIV Maggio, 7","08010","Suni","Oristano","comune.suni@libero.it","protocollo@pec.comune.suni.or.it","+39 0785 34170 ","","","","1032","47,46","37035,95","360,00","L006","83001330915","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","5 agosto Santa Maria della Neve","5 agosto"
"095088","Comune di Tinnura","Via Nazionale, 63","08010","Tinnura","Oristano","protocollo@comune.tinnura.or.it","protocollo.tinnura@pec.comunas.it","+39 0785 34139  ","","","","241","3,85","11825,60","320,00","L172","83001310917","Planargia","","Distretto di Ghilarza – Bosa","PLUS - Distretto di Ghilarza – Bosa Zona 2 Bosa","26 luglio Sant'Anna","26 luglio"
"111001","Comune di Arbus","Via Pietro Leo, 57","09031","Arbus","Cagliari","protocollo@comunediarbus.gov.it","protocollo.arbus@pec.comunas.it","+39 070 7731730","","","","6103","269,12","141877,83","311,00","A359","00458060928","Linas","","Distretto di Guspini","PLUS - Distretto di Guspini","20 gennaio San Sebastiano martire","20 gennaio"
"111002","Comune di Armungia","Via Funtanedda, 3","09040","Armungia","Cagliari","amministrativo@comune.armungia.ca.it","protocollo@pec.comune.armungia.ca.it","39 070 958076","","","","440","54,75","37149,59","366,00","A419","80019510926","Gerrei","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","28  maggio Madonna Immacolata ","28  maggio Madonna Immacolata "
"111003","Comune di Ballao","Piazza Emilio Lussu, 3","09040","Ballao","Cagliari","comunediballao@tiscali.it","protocolloballao@servizipostacert.it","+39 070 957187  ","","","","743","46,63","36259,26","98,00","A597","80001950924","Gerrei","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","22 luglio Santa Maria Maddalena ","22 luglio"
"111004","Comune di Barrali","Via Cagliari, 9","09040","Barrali","Cagliari","barrali@tiscali.it","protocollo.barrali@pec.comunas.it","+39 070 9802535   ","","","","1109","11,23","14303,19","140,00","A677","80019570920","Parteolla","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","13 dicembre Santa Lucia","13 dicembre"
"111005","Comune di Barumini","Viale San Francesco, 5","09021","Barumini","Cagliari","protocollo@comune.barumini.it","protocollo.barumini@pec.comunas.it","+39 070 9368033","","","+39 070 9368024 +39 070 9368026","1225","26,40","21876,68","202,00","A681","02431060926","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","20 gennaio San Sebastiano martire","20 gennaio"
"111006","Comune di Buggerru","Via Roma, 40","09010","Buggerru","Cagliari","comune.buggerru@tiscali.it","comune.buggerru@pec.it","+39 0781 54424","","","","1048","48,33","38936,82","51,00","B250","81001830926","Iglesiente","","Distretto di Iglesias","PLUS - Distretto di Iglesias","24 giugno San Giovanni Battista","24 giugno"
"111007","Comune di Burcei","Via Progresso, 7","09040","Burcei","Cagliari","demografici@comune.burcei.ca.it","protocollo.burcei@pec.it","+39 070 739113","","","","2740","94,85","44998,14","648,00","B274","80018850927","Campidano di Cagliari","","Distretto di Quartu – Parteolla","PLUS - Ambito Quartu","8 settembre Nostra Signora di Monserrato","8 settembre"
"111008","Comune di Calasetta","Piazza Belly, 1","09011","Calasetta","Cagliari","comune@comune.calasetta.ci.it","protocollo@pcert.comune.calasetta.ci.it","+39 0781 899149   ","","","","2847","31,06","41798,55","9,00","B383","81001650928","Sulcis","","Distretto Isole San Pietro e Sant'Antioco","PLUS - Distretto di Carbonia","22 settembre San Maurizio martire","22 settembre"
"111009","Comune di Carbonia","Piazza Roma, 1","09013","Carbonia","Cagliari","comcarbonia@comune.carbonia.ca.it","carbonia@pec.comcarbonia.org","+39 0781 64039","comcarbonia@pec.comcarbonia.org","","+39 0781 694264 ","27611","145,54","68196,92","100,00","B745","81001610922","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","I giovedì dopo la II domenica di maggio San Ponziano","I giovedì dopo la II domenica di maggio San Ponziano"
"111010","Comune di Carloforte","Via Garibaldi, 72","09014","Carloforte","Cagliari","uff.sindaco@comune.carloforte.ca.it","protocollo@pec.comune.carloforte.ca.it","+39 0781 855808 ","","","","6095","51,10","64428,78","10,00","B789","81002450922","Sulcis","","Distretto Isole San Pietro e Sant'Antioco","PLUS - Distretto di Carbonia","29 giugno San Pietro Apostolo","29 giugno"
"111011","Comune di Castiadas","Piazza Municipio, 1","09040","Castiadas","Cagliari","protocollo@comune.castiadas.su.it","protocollo@pec.comune.castiadas.su.it","+39 070 9948000   ","","","","1678","103,89","54985,18","60,00","M288","92017230928","Sarrabus","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","24 giugno San Giovanni Battista","24 giugno"
"111012","Comune di Collinas","Via G.B. Tuveri","09020","Collinas","Cagliari","info@comune.collinas.vs.it","info@pec.comune.collinas.vs.it","+39 070 9304242  ","","","","803","20,83","20969,65","249,00","C882","00520370925","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","29 settembre San Michele Arcangelo","29 settembre"
"111013","Comune di Decimoputzu","Piazza Municipio, 1","09010","Decimoputzu","Cagliari","protocollo@comune.decimoputzu.ca.it","protocollo.decimoputzu@legalmail.it","+39 070 9633052","","","","4327","44,77","32681,30","17,00","D260","80005740925","Campidano di Cagliari","","Distretto di Area Ovest","PLUS - Area Ovest","2 luglio Madonna delle Grazie","2 luglio"
"111014","Comune di Dolianova","Piazza Brigata Sassari, 7","09041","Dolianova","Cagliari","protocollo@comune.dolianova.ca.it","comunedidolianova@legalmail.it","+39 070 7449303   ","urp.dolianova@comune.dolianova.ca.it","","+39 070 7449340 ","9614","84,31","51471,83","212,00","D323","80004050920","Parteolla","","Distretto di Quartu – Parteolla","PLUS - Ambito Quartu","3 febbraio San Biagio (anni pari) San Pantaleo (anni dispari) ","3 febbraio"
"111015","Comune di Domus de Maria","Via Garibaldi, 2","09010","Domus de Maria","Cagliari","protocollo@comune.domusdemaria.ca.it","domus.protocollo@globalcert.it","+39 070 9235014    ","","","","1655","97,14","70742,73","66,00","D333","80003930924","Capoterra","","Distretto di Area Ovest","PLUS - Area Ovest","7 ottobre Nostra Signora Madonna del Rosario","7 ottobre"
"111016","Comune di Domusnovas","Piazza Caduti di Nassyria, 1","09015","Domusnovas","Cagliari","protocollo@comune.domusnovas.ci.it ","comune.domusnovas@pec.it","+39 0781 72368","","","","6037","80,59","47222,01","152,00","D334","00483310926","Iglesiente","","Distretto di Iglesias","PLUS - Distretto di Iglesias","15 agosto Assunzione Beata Vergine Maria","15 agosto"
"111017","Comune di Donori","Piazza Italia, 8","09040","Donori","Cagliari","protocollo@comune.donori.ca.it ","protocollodonori@pec.it","+39 070 981542","","","","2029","35,31","25263,84","141,00","D344","80011830926","Parteolla","","Distretto di Quartu – Parteolla","PLUS - Ambito Quartu","23 aprile San Giorgio","23 aprile"
"111018","Comune di Escalaplano","Via Sindaco Giovanni Carta, 18","09051","Escalaplano","Cagliari","protocollo@comune.escalaplano.ca.it","protocollo@pec.comune.escalaplano.ca.it","+39 070 9541020 ","","","","2122","94,04","47106,57","338,00","D430","00161670914","Gerrei","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","20 gennaio San Sebastiano","20 gennaio"
"111019","Comune di Escolca","Via Dante, 2","09052","Escolca","Cagliari","segreteria.escolca@tiscali.it","protocollo.escolca@pec.comunas.it","+39 0782 808516   ","","","","560","14,76","22308,08","416,00","D431","81000170910","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","22 novembre Santa Cecilia","22 novembre"
"111020","Comune di Esterzili","Piazza Sant'Ignazio, 1","09053","Esterzili","Cagliari","amministrativo@comune.esterzili.ca.it","amministrativo@pec.comune.esterzili.ca.it  	","+39 0782 562156","","","","580","100,74","54072,88","731,00","D443","00171430911","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","29 settembre San Michele Arcangelo","29 settembre"
"111021","Comune di Fluminimaggiore","Via Vittorio Emanuele, 200","09010","Fluminimaggiore","Cagliari","protocollo@comune.fluminimaggiore.ca.it  	","protocollo@pec.comune.fluminimaggiore.ca.it","+39 0781 580519  ","","","","2807","108,37","55869,64","63,00","D639","00236000923","Iglesiente","","Distretto di Iglesias","PLUS - Distretto di Iglesias","13 giugno Sant'Antonio","13 giugno"
"111022","Comune di Furtei","Via Circonvallazione, 29","09040","Furtei","Cagliari","segreteria.furtei@tiscali.it	    	","protocollo@pec.comune.furtei.ca.it ","+39 070 9305035","","","","1572","26,11","24691,32","90,00","D827","82003600929","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","4 dicembre Santa Barbara","4 dicembre"
"111023","Comune di Genoni","Via Su Paddiu, 2","09054","Genoni","Cagliari","protocollo@comune.genoni.su.it","comune.genoni@legalmail.it","+39 0782 811163 ","","","","787","43,79","48195,32","447,00","D968","81000290916","Alta Marmilla","","Distretto di Ales – Terralba","PLUS - Distretto di Ales – Terralba","4 dicembre Santa Barbara","4 dicembre"
"111024","Comune di Genuri","Piazza San Giuliano, 3","09020","Genuri","Cagliari","protocollo@comune.genuri.vs.it  	","protocollo.genuri@pec.comunas.it","+39 070 9365010 ","","","","307","7,52","11066,34","243,00","D970","82001570926","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","8 settembre Natività di Maria Vergine","8 settembre"
"111025","Comune di Gergei","Via Marconi, 65","09055","Gergei","Cagliari","gergei@tiscali.it  	","comune.gergei@legalmail.it","+39 0782 808949 ","","","","1177","36,18","31827,05","374,00","D982","81000230912","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","15 giugno San Vito martire","15 giugno"
"111026","Comune di Gesico","Via Vittorio Emanuele III, 5","09040","Gesico","Cagliari","ragioneria@comune.gesico.su.it","protocollo.gesico@pec.comunas.it","+39 070 987239 ","","","","808","25,62","22905,06","300,00","D994","80015830922","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","14 maggio Santa Giusta","14 maggio"
"111027","Comune di Gesturi","Via Nazionale, 36","09020","Gesturi","Cagliari","comunegesturi@inwind.it	    	","protocollo.gesturi@pec.comunas.it ","+39 070 9369092","","","","1206","46,83","37513,07","310,00","D997","00473680924","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","15 ottobre Santa Teresa d'Avila","15 ottobre"
"111028","Comune di Giba","Via Principe di Piemonte","09010","Giba","Cagliari","segreteria.giba@tiscali.it","protocollo.giba@legalmail.it","+39 0781 964470   ","","","","1982","30,44","35722,82","57,00","E022","81002090926","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","29 giugno San Pietro Apostolo","29 giugno"
"111029","Comune di Goni","Via Roma, 27","09040","Goni","Cagliari","comunegoni@tiscali.it                 ","protocollo.goni@servizipostacert.it","+39 070 982035 ","","","","462","18,60","23416,86","383,00","E084","80010850925","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","25 luglio San Giacomo","25 luglio"
"111030","Comune di Gonnesa","Via Sant'Andrea, 48","09010","Gonnesa","Cagliari","protocollo@comune.gonnesa.ca.it","protocollo@pec.comune.gonnesa.ca.it","+39 0781 4680309","","","","4855","48,06","34992,67","42,00","E086","00512250929","Iglesiente","","Distretto di Iglesias","PLUS - Distretto di Iglesias","30 novembre Sant'Andrea","30 novembre"
"111031","Comune di Gonnosfanadiga","Via 	Regina Elena, 1","09035","Gonnosfanadiga","Cagliari","comune@comunegonnosfanadiga.gov.it","protocollo@pec.comunegonnosfanadiga.it","+39 070 9799857   ","","","","6415","125,24","67968,09","185,00","E085","82000130920","Linas","","Distretto di Guspini","PLUS - Distretto di Guspini","4 dicembre Santa Barbara","4 dicembre"
"111032","Comune di Guamaggiore","Viale IV Novembre","09040","Guamaggiore","Cagliari","protocollo@comune.guamaggiore.ca.it  	","protocollo.guamaggiore@servizipostacert.it","+39 070 985979","","","","945","16,80","20221,06","199,00","E234","80008970925","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","20 gennaio San Sebastiano","20 gennaio"
"111033","Comune di Guasila","Via 	Cima, 7","09040","Guasila","Cagliari","info@comune.guasila.ca.it","protocollo@pec.comune.guasila.ca.it","+39 070 986005 ","","","","2628","43,51","33883,04","210,00","E252","80007250923","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","15 agosto Vergine Assunta","15 agosto"
"111034","Comune di Guspini","Via Don Minzoni, 10","09036","Guspini","Cagliari","demografici@comune.guspini.su.it	","protocollo@pec.comune.guspini.su.it ","+39 070 970180    ","","","","11499","174,67","78149,85","137,00","E270","00493110928","Linas","","Distretto di Guspini","PLUS - Distretto di Guspini","6 dicembre San Nicolò vescovo","6 dicembre"
"111035","Comune di Iglesias","Via	Isonzo, 7 - Centro Direzionale","09016","Iglesias","Cagliari","anagrafe@comune.iglesias.ca.it","protocollo.comune.iglesias@pec.it","+39 0781 274201  ","urp@comune.iglesias.ca.it","","+39 0781 274227","26300","208,23","119331,59","199,00","E281","00376610929","Iglesiente","","Distretto di Iglesias","PLUS - Distretto di Iglesias","11 agosto Santa Chiara","11 agosto"
"111036","Comune di Isili","Piazza San Giuseppe, 6","09056","Isili","Cagliari","affarigenerali@comune.isili.ca.it  	","protocollo.isili@pec.it","+39 0782 804469  ","","","","2579","67,84","43309,94","523,00","E336","00159990910","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","30 ottobre San Saturnino","30 ottobre"
